respondent_id,Please indicate your age,Please indicate your race - Selected Choice,Please indicate your race - Other - Text,Are you Hispanic or Latino?,How would you describe the area where you grew up?,How would you describe the area in which you currently live?,In which region of the United States do you currently live?,Please indicate your annual household income,Education,Which employment status best describes you?,How would you describe your current living situation (check all that apply) - Selected Choice,How would you describe your current living situation (check all that apply) - Other - Text,Please indicate your political identification,Please indicate your gender
1104,60-69,White,,No,Suburban,Rural,West,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
1105,60-69,White,,No,Suburban,Urban,West,"$50,000 - $74,999",Bachelor's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
1106,70-79,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1107,80-89,White,,No,Suburban,Rural,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Male
1108,60-69,White,,No,Urban,Urban,West,"$100,000 - $149,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
1109,50-59,White,,No,Rural,Rural,South,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
1110,60-69,White,,No,Suburban,Suburban,South,"$10,000 - $14,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Male
1111,70-79,White,,No,Rural,Rural,West,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Male
1112,70-79,White,,No,Rural,Urban,West,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
1113,60-69,White,,No,Urban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
1114,60-69,White,,No,Urban,Rural,West,"$10,000 - $14,999",Some college or associate's degree,Working part-time,Other,,Somewhat liberal,Male
1115,50-59,White,,No,Suburban,Suburban,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Working part-time,I live alone,,Moderate,Male
1116,60-69,Black or African American,,No,Rural,Rural,South,"$50,000 - $74,999",Some college or associate's degree,On disability,I live alone,,Somewhat liberal,Male
1117,50-59,White,,No,Rural,Rural,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",On disability,I live alone,,Somewhat liberal,Male
1118,50-59,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
1119,70-79,White,,No,Urban,Suburban,West,"$75,000 - $99,999",Graduate or professional degree,Retired,I live alone,,Somewhat conservative,Male
1120,60-69,White,,No,Suburban,Suburban,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live alone,,Very conservative,Male
1121,80-89,White,,No,Rural,Rural,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
1122,50-59,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1123,50-59,White,,No,Suburban,Suburban,West,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
1124,50-59,White,,No,Suburban,Rural,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with family members,,Somewhat liberal,Male
1125,50-59,White,,No,Urban,Suburban,West,"$10,000 - $14,999",Some college or associate's degree,Working part-time,I live with family members,,Somewhat liberal,Male
1126,50-59,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
1127,60-69,Black or African American,,No,Suburban,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
1128,70-79,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live alone,,Moderate,Male
1129,50-59,Black or African American,,No,Urban,Urban,West,"$25,000 - $34,999",Bachelor's degree,Working full-time,I live with family members,,Moderate,Male
1130,60-69,Black or African American,,No,Urban,Urban,West,"$15,000 - $24,999","High school graduate, GED, or equivalent",Unemployed,I live alone,,Moderate,Male
1131,50-59,White,,Yes,Suburban,Suburban,West,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working full-time,I live with family members,,Moderate,Male
1132,50-59,White,,Yes,Urban,Urban,Northeast,"$150,000 - $199,999",Graduate or professional degree,Working full-time,I live with family members,,Moderate,Male
1133,60-69,White,,No,Suburban,Suburban,Midwest,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Moderate,Male
1134,50-59,White,,Yes,Rural,Suburban,South,"$150,000 - $199,999",Graduate or professional degree,Working full-time,I live with family members,,Moderate,Female
1135,70-79,White,,No,Urban,Rural,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1136,50-59,White,,Yes,Urban,Urban,Northeast,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Very liberal,Female
1137,60-69,White,,No,Suburban,Rural,South,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live with family members,,Moderate,Female
1138,50-59,White,,No,Suburban,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live alone,,Moderate,Male
1139,50-59,White,,Yes,Urban,Suburban,West,"$100,000 - $149,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Moderate,Female
1140,50-59,White,,Yes,Rural,Rural,Midwest,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
1141,70-79,White,,Yes,Suburban,Suburban,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with family members,,Very conservative,Female
1142,60-69,White,,Yes,Urban,Urban,South,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live alone,,Somewhat liberal,Male
1143,50-59,White,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Very liberal,Male
1144,60-69,White,,Yes,Urban,Rural,South,"$35,000 - $49,999",Graduate or professional degree,Working part-time,I live with family members,,Somewhat conservative,Female
1145,50-59,Black or African American,,No,Urban,Urban,South,"$75,000 - $99,999",Graduate or professional degree,Working full-time,I live with family members,,Moderate,Female
1146,60-69,Other,Mixedd,Yes,Rural,Rural,West,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Female
1147,50-59,White,,Yes,Suburban,Urban,Midwest,"$150,000 - $199,999",Bachelor's degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Female
1148,50-59,White,,Yes,Urban,Urban,Northeast,"More than $200,000",Some college or associate's degree,Working full-time,I live with family members,,Somewhat conservative,Male
1149,50-59,White,,Yes,Rural,Urban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Male
1150,50-59,White,,Yes,Suburban,Suburban,Midwest,"$15,000 - $24,999",Bachelor's degree,On disability,I live alone,,Somewhat liberal,Male
1151,60-69,White,,Yes,Suburban,Suburban,South,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with family members,,Somewhat liberal,Female
1152,60-69,White,,No,Urban,Urban,Northeast,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
1153,50-59,White,,Yes,Suburban,Suburban,Northeast,"$35,000 - $49,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
1154,60-69,White,,Yes,Suburban,Suburban,West,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Female
1155,50-59,Other,Mexican. American Chicano heritage,Yes,Rural,Suburban,West,"$35,000 - $49,999",Graduate or professional degree,Working part-time,I live with family members,,Moderate,Female
1156,60-69,White,,Yes,Urban,Suburban,Northeast,"Less than $10,000","High school graduate, GED, or equivalent",Working part-time,I live with family members,,Somewhat liberal,Female
1157,50-59,White,,Yes,Urban,Urban,Northeast,"$25,000 - $34,999",Some college or associate's degree,Working full-time,I live with family members,,Very conservative,Female
1158,60-69,White,,Yes,Suburban,Suburban,South,"Less than $10,000","High school graduate, GED, or equivalent",Retired,I live with family members,,Moderate,Female
1159,60-69,White,,Yes,Urban,Suburban,West,"$35,000 - $49,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Moderate,Female
1160,60-69,White,,No,Rural,Rural,West,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Female
1161,50-59,White,,Yes,Urban,Urban,Northeast,"$15,000 - $24,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Moderate,Female
1162,70-79,White,,Yes,Suburban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Female
1163,60-69,White,,Yes,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Moderate,Male
1164,60-69,White,,Yes,Suburban,Rural,West,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
1165,50-59,White,,Yes,Urban,Urban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live with family members,,Moderate,Female
1166,60-69,White,,Yes,Suburban,Suburban,Northeast,"$75,000 - $99,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Female
1167,50-59,White,,Yes,Suburban,Suburban,Northeast,"$150,000 - $199,999",Bachelor's degree,Working full-time,I live alone,,Very liberal,Female
1168,100+,Native Hawaiian or Pacific Islander,,No,Rural,Rural,West,"Less than $10,000",Less than high school,Unemployed,I live alone,,Very conservative,Nonbinary
1169,70-79,White,,No,Rural,Suburban,South,"$25,000 - $34,999",Less than high school,Retired,I live with family members,,Very conservative,Female
1170,70-79,White,,No,Urban,Urban,Northeast,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Very liberal,Female
1171,50-59,White,,No,Rural,Rural,Northeast,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
1172,50-59,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
1173,50-59,White,,No,Rural,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
1174,50-59,Black or African American,,No,Urban,Urban,West,"$50,000 - $74,999",Bachelor's degree,Retired,I live with family members,,Very liberal,Female
1175,50-59,Black or African American,,No,Suburban,Suburban,South,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live alone,,Very liberal,Female
1176,50-59,Black or African American,,No,Rural,Suburban,South,"$25,000 - $34,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
1177,50-59,Black or African American,,No,Urban,Suburban,West,"More than $200,000",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
1178,50-59,Black or African American,,No,Suburban,Suburban,South,"$15,000 - $24,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Very liberal,Female
1179,60-69,Black or African American,,No,Suburban,Suburban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working part-time,I live alone,,Very liberal,Female
1180,60-69,Other,Mixed ,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live with family members,,Very liberal,Female
1181,70-79,Black or African American,,No,Suburban,Suburban,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Moderate,Female
1182,50-59,Black or African American,,No,Suburban,Rural,South,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live with family members,,Moderate,Male
1183,60-69,Black or African American,,No,Suburban,Rural,South,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Female
1184,70-79,Black or African American,,No,Rural,Rural,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live alone,,Somewhat liberal,Female
1185,50-59,Black or African American,,No,Rural,Urban,South,"More than $200,000",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
1186,50-59,Black or African American,,No,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Female
1187,50-59,Black or African American,,No,Rural,Rural,South,"$35,000 - $49,999",Some college or associate's degree,Unemployed,I live with family members,,Moderate,Female
1188,50-59,Black or African American,,No,Suburban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,On disability,I live with family members,,Moderate,Female
1189,50-59,Asian,,No,Urban,Urban,Northeast,"$15,000 - $24,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
1190,60-69,Black or African American,,No,Suburban,Suburban,South,"$25,000 - $34,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Female
1191,60-69,Asian,,No,Urban,Urban,Midwest,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live alone,,Somewhat conservative,Female
1192,60-69,Black or African American,,No,Suburban,Suburban,South,"$25,000 - $34,999",Bachelor's degree,Retired,I live with family members,,Somewhat liberal,Female
1193,50-59,Black or African American,,No,Rural,Urban,South,"$25,000 - $34,999",Bachelor's degree,Working full-time,I live alone,,Somewhat liberal,Female
1194,50-59,Black or African American,,No,Rural,Suburban,Northeast,"$100,000 - $149,999",Some college or associate's degree,Working full-time,I live with family members,,Somewhat conservative,Female
1195,50-59,Black or African American,,No,Urban,Urban,South,"Less than $10,000",Some college or associate's degree,On disability,I live in an assisted living facility,,Moderate,Male
1196,60-69,Black or African American,,No,Rural,Rural,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Very conservative,Female
1197,50-59,Black or African American,,No,Rural,Urban,Midwest,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live alone,,Moderate,Female
1198,50-59,White,,No,Suburban,Suburban,Northeast,"More than $200,000",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
1199,60-69,Black or African American,,No,Urban,Urban,Midwest,"Less than $10,000",Some college or associate's degree,Unemployed,I live with family members,,Somewhat liberal,Female
1200,50-59,Black or African American,,No,Urban,Urban,Northeast,"Less than $10,000",Bachelor's degree,Unemployed,I live with a spouse or romantic partner,,Somewhat liberal,Female
1201,80-89,Asian,,No,Suburban,Suburban,Northeast,"$15,000 - $24,999",Bachelor's degree,On disability,I live with family members,,Somewhat liberal,Female
1202,60-69,Asian,,No,Suburban,Suburban,West,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
1203,70-79,White,,No,Urban,Suburban,West,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
1204,50-59,Middle Eastern,,No,Urban,Urban,Midwest,"$35,000 - $49,999",Bachelor's degree,Working full-time,I live alone,,Moderate,Male
1205,60-69,Other,human race,No,Suburban,Suburban,Northeast,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live alone,,Moderate,Male
1206,70-79,Asian,,No,Urban,Urban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1207,70-79,Asian,,No,Urban,Urban,West,"$15,000 - $24,999",Bachelor's degree,Retired,I live alone,,Moderate,Male
1208,60-69,Asian,,No,Suburban,Urban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Male
1209,50-59,White,,No,Urban,Urban,Midwest,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
1210,60-69,Asian,,No,Suburban,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Female
1211,60-69,Asian,,No,Urban,Urban,Northeast,"$75,000 - $99,999",Bachelor's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
1212,60-69,White,,No,Suburban,Suburban,Northeast,"Less than $10,000",Some college or associate's degree,On disability,I live alone,,Very conservative,Female
1213,60-69,White,,No,Rural,Suburban,South,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
1214,50-59,White,,No,Suburban,Rural,West,"$75,000 - $99,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
1215,50-59,White,,No,Urban,Rural,South,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
1216,60-69,White,,No,Suburban,Rural,Midwest,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
1217,50-59,White,,No,Rural,Rural,South,"Less than $10,000","High school graduate, GED, or equivalent",Retired,I live alone,,Very conservative,Female
1218,60-69,White,,No,Suburban,Suburban,Northeast,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Very liberal,Male
1219,50-59,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working part-time,I live with family members,,Very conservative,Female
1220,60-69,White,,No,Rural,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
1221,60-69,White,,No,Rural,Rural,Northeast,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Somewhat conservative,Female
1222,60-69,White,,No,Urban,Urban,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",On disability,I live with family members,,Moderate,Female
1223,60-69,White,,No,Urban,Rural,Midwest,"Less than $10,000","High school graduate, GED, or equivalent",On disability,I live alone,,Somewhat liberal,Female
1224,70-79,White,,No,Suburban,Rural,West,"$100,000 - $149,999",Graduate or professional degree,Working part-time,I live with family members,,Somewhat liberal,Female
1225,80-89,White,,No,Urban,Urban,Midwest,"$100,000 - $149,999",Bachelor's degree,Working part-time,I live alone,,Somewhat liberal,Female
1226,50-59,White,,No,Suburban,Suburban,Midwest,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Somewhat liberal,Female
1227,60-69,White,,No,Urban,Urban,Midwest,"$100,000 - $149,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
1228,70-79,White,,No,Suburban,Rural,Midwest,"$100,000 - $149,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
1229,50-59,White,,No,Suburban,Suburban,South,"$150,000 - $199,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
1230,70-79,White,,No,Urban,Urban,Midwest,"$15,000 - $24,999",Less than high school,Retired,I live alone,,Moderate,Female
1231,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
1232,60-69,White,,No,Suburban,Suburban,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live alone,,Somewhat liberal,Female
1233,50-59,White,,No,Rural,Rural,West,"$100,000 - $149,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Female
1234,60-69,White,,No,Rural,Rural,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
1235,50-59,White,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working full-time,I live with family members,,Somewhat conservative,Female
1236,50-59,White,,No,Rural,Suburban,South,"$25,000 - $34,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
1237,50-59,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Very conservative,Female
1238,50-59,White,,No,Rural,Rural,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",On disability,I live alone,,Very liberal,Female
1239,60-69,White,,No,Suburban,Suburban,Midwest,"$15,000 - $24,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
1240,60-69,White,,No,Urban,Urban,South,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
1241,50-59,White,,No,Rural,Rural,Midwest,"$10,000 - $14,999","High school graduate, GED, or equivalent",Working part-time,I live with family members,,Moderate,Female
1242,60-69,White,,No,Urban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
1243,60-69,White,,Yes,Urban,Urban,South,"$25,000 - $34,999",Some college or associate's degree,Working part-time,I live alone,,Moderate,Female
1244,60-69,White,,No,Rural,Suburban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
1245,70-79,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
1246,60-69,White,,No,Rural,Rural,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with family members,,Very conservative,Female
1247,60-69,White,,No,Suburban,Suburban,Northeast,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with family members,,Somewhat liberal,Female
1248,50-59,White,,No,Suburban,Suburban,Northeast,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Moderate,Female
1249,50-59,White,,No,Suburban,Rural,West,"$100,000 - $149,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
1250,50-59,White,,No,Rural,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
1251,50-59,White,,No,Urban,Urban,West,"$15,000 - $24,999",Bachelor's degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Female
1252,60-69,White,,No,Rural,Rural,West,"$75,000 - $99,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
1253,50-59,White,,No,Suburban,Suburban,Northeast,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
1254,50-59,White,,No,Rural,Urban,South,"$25,000 - $34,999",Graduate or professional degree,Working part-time,I live alone,,Moderate,Female
1255,70-79,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Moderate,Male
1256,60-69,Asian,,Yes,Suburban,Suburban,West,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Female
1257,60-69,White,,No,Urban,Urban,Midwest,"$100,000 - $149,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
1258,70-79,White,,No,Suburban,Suburban,Midwest,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with family members,,Somewhat conservative,Female
1259,60-69,White,,No,Urban,Urban,Midwest,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
1260,60-69,White,,No,Suburban,Suburban,Midwest,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
1261,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1262,70-79,White,,No,Rural,Rural,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
1263,60-69,White,,No,Rural,Suburban,Midwest,"$150,000 - $199,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
1264,70-79,White,,No,Suburban,Suburban,Northeast,"$150,000 - $199,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1265,60-69,White,,No,Rural,Rural,Midwest,"$100,000 - $149,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
1266,70-79,White,,No,Suburban,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Retired,I live alone,,Moderate,Male
1267,60-69,White,,No,Urban,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
1268,70-79,White,,No,Suburban,Rural,South,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Male
1269,60-69,White,,No,Urban,Suburban,West,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
1270,80-89,Other,,No,Suburban,Suburban,South,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1271,60-69,White,,No,Rural,Rural,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1272,50-59,White,,No,Urban,Urban,West,"$75,000 - $99,999",Some college or associate's degree,On disability,I live with family members,,Somewhat conservative,Male
1273,50-59,White,,No,Urban,Urban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
1274,70-79,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
1275,60-69,White,,No,Suburban,Rural,Northeast,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
1276,70-79,White,,No,Rural,Rural,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Male
1277,60-69,White,,No,Suburban,Suburban,South,"More than $200,000",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
1278,80-89,White,,No,Rural,Rural,Northeast,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Moderate,Male
1279,50-59,White,,No,Suburban,Suburban,Midwest,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working part-time,I live with family members,,Moderate,Male
1280,60-69,White,,No,Rural,Rural,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Moderate,Male
1281,70-79,White,,No,Urban,Suburban,South,"More than $200,000",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1282,70-79,White,,No,Suburban,Suburban,Midwest,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
1283,70-79,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1284,70-79,White,,No,Urban,Suburban,Northeast,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
1285,60-69,White,,No,Rural,Suburban,South,"$150,000 - $199,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
1286,70-79,White,,No,Urban,Rural,Northeast,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1287,60-69,Other,Mexican,Yes,Suburban,Suburban,West,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
1288,60-69,White,,No,Urban,Urban,West,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very liberal,Male
1289,60-69,White,,No,Rural,Rural,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
1290,50-59,White,,No,Urban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,On disability,I live with a spouse or romantic partner,,Somewhat conservative,Male
1291,70-79,White,,No,Urban,Rural,West,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
