annotator_id,age_range,education,gender,gender_other,identify_as_transgender,is_parent,lgbtq_status,personally_been_target,personally_seen_toxic_content,political_affilation,race,religion_important,technology_impact,toxic_comments_problem,uses_media_forums,uses_media_news,uses_media_social,uses_media_video
9022,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Conservative,White,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
9023,25 - 34,Master's degree,Male,,No,Yes,Heterosexual,False,True,Independent,White,Very important,Very positive,Very frequently a problem,True,False,True,True
9024,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,False,Independent,"White,Hispanic",Very important,Very positive,Occasionally a problem,False,False,True,True
9025,45 - 54,Master's degree,Male,,No,Yes,Heterosexual,True,True,Liberal,Black or African American,Very important,Very positive,Not a problem,False,False,True,True
9026,25 - 34,Associate degree in college (2-year),Male,,No,No,Heterosexual,True,True,Independent,"White,Asian",Not too important,Very positive,Rarely a problem,True,True,True,True
9027,25 - 34,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,True,Liberal,White,Not too important,Very positive,Occasionally a problem,False,True,True,True
9028,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,False,Independent,White,Somewhat important,Somewhat positive,Frequently a problem,False,False,True,True
9029,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Prefer not to say,Asian,Somewhat important,Somewhat positive,Very frequently a problem,True,True,True,True
9030,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Homosexual,False,False,Conservative,White,Very important,Very positive,Rarely a problem,False,False,True,False
9031,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Homosexual,False,True,Independent,White,Somewhat important,Somewhat positive,Occasionally a problem,False,False,True,True
9032,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,False,Independent,White,Somewhat important,Neutral â neither positive nor negative,Occasionally a problem,False,False,True,False
9033,55 - 64,Associate degree in college (2-year),Male,,No,Yes,Heterosexual,False,True,Conservative,White,Not too important,Somewhat positive,Frequently a problem,True,True,True,True
9034,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Liberal,White,Very important,Somewhat positive,Frequently a problem,False,False,False,True
9035,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Conservative,Hispanic,Somewhat important,Somewhat positive,Occasionally a problem,False,True,True,True
9036,25 - 34,Bachelor's degree in college (4-year),Male,,Yes,Yes,Bisexual,False,False,Liberal,Black or African American,Somewhat important,Somewhat positive,Not a problem,False,False,True,False
9037,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,True,False,Conservative,White,Very important,Neutral â neither positive nor negative,Very frequently a problem,False,False,True,False
9038,45 - 54,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Conservative,White,Prefer not to say,Somewhat negative,Frequently a problem,False,True,True,True
9039,55 - 64,Bachelor's degree in college (4-year),Female,,No,Yes,Bisexual,True,True,Conservative,White,Somewhat important,Somewhat negative,Frequently a problem,True,False,False,False
9040,45 - 54,Master's degree,Female,,No,Yes,Bisexual,False,False,Independent,Hispanic,Somewhat important,Somewhat positive,Occasionally a problem,False,False,False,True
9041,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,False,Conservative,White,Not important,Somewhat negative,Frequently a problem,True,False,True,True
9042,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Conservative,White,Somewhat important,Somewhat negative,Frequently a problem,False,True,True,True
9043,35 - 44,Master's degree,Female,,No,Yes,Heterosexual,True,True,Independent,White,Very important,Very positive,Frequently a problem,False,False,True,False
9044,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Independent,White,Somewhat important,Somewhat negative,Very frequently a problem,False,False,True,False
9045,35 - 44,Master's degree,Female,,No,Yes,Bisexual,True,True,Conservative,Black or African American,Very important,Very positive,Rarely a problem,False,False,True,True
9046,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,False,Liberal,Black or African American,Somewhat important,Very positive,Occasionally a problem,False,True,True,False
9047,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Bisexual,False,False,Independent,White,Very important,Very positive,Frequently a problem,False,False,True,True
9048,35 - 44,High school graduate (high school diploma or equivalent including GED),Male,,No,Yes,Heterosexual,False,True,Liberal,White,Somewhat important,Very positive,Occasionally a problem,True,False,True,True
9049,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,True,True,Independent,Black or African American,Very important,Very positive,Frequently a problem,False,True,True,True
9050,45 - 54,Master's degree,Female,,No,Yes,Heterosexual,False,True,Independent,Asian,Not important,Somewhat positive,Occasionally a problem,False,True,True,True
9051,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Liberal,White,Somewhat important,Very positive,Rarely a problem,False,False,True,False
9052,25 - 34,Master's degree,Male,,No,No,Heterosexual,False,True,Liberal,White,Very important,Somewhat positive,Rarely a problem,False,True,True,True
9053,18 - 24,Some college but no degree,Nonbinary,,No,No,Other,True,True,Independent,Asian,Not important,Somewhat positive,Occasionally a problem,True,True,True,True
9054,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Liberal,White,Not too important,Somewhat positive,Rarely a problem,False,False,True,True
9055,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,White,Not important,Somewhat negative,Frequently a problem,True,True,True,True
9056,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Bisexual,False,False,Liberal,White,Very important,Somewhat positive,Rarely a problem,False,False,False,False
9057,18 - 24,Some college but no degree,Female,,No,No,Heterosexual,True,True,Liberal,White,Not important,Very positive,Frequently a problem,False,False,True,True
9058,35 - 44,High school graduate (high school diploma or equivalent including GED),Female,,No,No,Heterosexual,False,False,Independent,Black or African American,Not important,Very positive,Occasionally a problem,True,False,False,True
9059,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Liberal,Black or African American,Not important,Somewhat positive,Occasionally a problem,True,False,True,True
9060,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,False,Conservative,White,Somewhat important,Very positive,Occasionally a problem,False,False,True,True
9061,25 - 34,Master's degree,Male,,Yes,Yes,Homosexual,True,True,Independent,Black or African American,Very important,Very positive,Rarely a problem,False,False,True,False
9062,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Prefer not to say,True,True,Conservative,White,Very important,Somewhat positive,Rarely a problem,False,True,True,False
9063,25 - 34,Associate degree in college (2-year),Male,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Very positive,Rarely a problem,False,True,True,True
9064,25 - 34,Master's degree,Male,,No,Yes,Bisexual,False,False,Conservative,Black or African American,Very important,Very positive,Rarely a problem,False,False,True,True
9065,35 - 44,Master's degree,Female,,No,Yes,Heterosexual,False,False,Independent,White,Not important,Somewhat positive,Occasionally a problem,False,False,True,False
9066,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Very positive,Rarely a problem,False,True,True,False
9067,45 - 54,High school graduate (high school diploma or equivalent including GED),Male,,No,Yes,Heterosexual,True,True,Independent,White,Somewhat important,Very positive,Rarely a problem,True,True,True,True
9068,35 - 44,Master's degree,Female,,No,Yes,Heterosexual,False,False,Conservative,Black or African American,Very important,Somewhat negative,Rarely a problem,False,False,True,True
9069,25 - 34,Master's degree,Female,,No,Yes,Bisexual,False,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
9070,35 - 44,Master's degree,Male,,No,No,Prefer not to say,False,False,Conservative,White,Very important,Very positive,Rarely a problem,False,False,True,False
9071,45 - 54,Some college but no degree,Male,,No,Yes,Prefer not to say,False,False,Conservative,White,Somewhat important,Somewhat negative,Rarely a problem,False,True,False,False
9072,18 - 24,High school graduate (high school diploma or equivalent including GED),Female,,No,No,Heterosexual,True,True,Liberal,White,Not too important,Somewhat positive,Frequently a problem,True,True,True,True
9073,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat positive,Frequently a problem,False,True,True,False
9074,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,False,False,Liberal,White,Very important,Very positive,Occasionally a problem,False,False,True,False
9075,55 - 64,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,True,Liberal,White,Very important,Somewhat positive,Rarely a problem,True,True,True,True
9076,18 - 24,Associate degree in college (2-year),Male,,No,No,Bisexual,True,True,Independent,White,Not important,Somewhat positive,Occasionally a problem,True,False,True,True
9077,35 - 44,Master's degree,Female,,No,Yes,Homosexual,True,True,Liberal,Black or African American,Somewhat important,Somewhat positive,Frequently a problem,False,False,False,True
9078,45 - 54,Master's degree,Male,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Very positive,Occasionally a problem,False,True,True,True
9079,55 - 64,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,True,True,Independent,"White,American Indian or Alaska Native,Asian",Very important,Very positive,Occasionally a problem,False,True,True,True
9080,45 - 54,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,False,Liberal,White,Somewhat important,Somewhat positive,Not a problem,False,False,True,False
9081,25 - 34,Some college but no degree,Male,,No,No,Homosexual,True,True,Independent,"White,Black or African American",Not important,Somewhat positive,Very frequently a problem,True,True,True,True
9082,45 - 54,Bachelor's degree in college (4-year),Male,,No,Yes,Homosexual,True,True,Independent,American Indian or Alaska Native,Somewhat important,Neutral â neither positive nor negative,Occasionally a problem,False,False,True,False
9083,25 - 34,Master's degree,Male,,No,Yes,Bisexual,True,True,Conservative,Black or African American,Somewhat important,Very positive,Frequently a problem,False,True,True,True
9084,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
9085,25 - 34,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Bisexual,False,True,Independent,White,Somewhat important,Somewhat negative,Frequently a problem,False,True,True,True
9086,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Bisexual,True,True,Independent,White,Prefer not to say,Somewhat positive,Occasionally a problem,False,True,True,True
9087,35 - 44,Some college but no degree,Female,,No,Yes,Heterosexual,True,True,Independent,White,Not too important,Somewhat positive,Very frequently a problem,False,False,True,True
9088,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Independent,"White,Hispanic",Somewhat important,Somewhat positive,Rarely a problem,False,False,True,True
9089,25 - 34,Master's degree,Male,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Occasionally a problem,False,False,True,True
9090,18 - 24,Less than high school degree,Male,,No,No,Heterosexual,False,True,Independent,White,Somewhat important,Very positive,Not a problem,False,True,True,True
9091,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,False,Conservative,White,Very important,Somewhat positive,Occasionally a problem,False,False,False,True
9092,35 - 44,Associate degree in college (2-year),Male,,No,Yes,Heterosexual,False,True,Conservative,White,Not too important,Somewhat positive,Frequently a problem,True,True,True,True
9093,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,White,Very important,Very positive,Frequently a problem,True,True,True,True
9094,65 or older,Less than high school degree,Female,,No,Yes,Heterosexual,True,True,Liberal,White,Very important,Very positive,Occasionally a problem,False,True,True,True
9095,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,False,Liberal,White,Very important,Very positive,Not a problem,False,False,True,False
9096,25 - 34,High school graduate (high school diploma or equivalent including GED),Male,,Yes,Yes,Heterosexual,True,False,Conservative,White,Very important,Very positive,Rarely a problem,False,True,True,True
9097,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Rarely a problem,True,False,False,True
9098,18 - 24,High school graduate (high school diploma or equivalent including GED),Male,,No,No,,False,True,Independent,Black or African American,Not important,Somewhat positive,Frequently a problem,True,False,True,True
9099,25 - 34,Associate degree in college (2-year),Female,,No,No,Heterosexual,True,True,Liberal,Black or African American,Very important,Very negative,Very frequently a problem,True,True,True,True
9100,25 - 34,Master's degree,Male,,Yes,No,Heterosexual,False,True,Conservative,White,Somewhat important,Very positive,Not a problem,False,False,True,False
9101,55 - 64,Master's degree,Male,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat negative,Very frequently a problem,False,True,True,False
9102,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Homosexual,False,True,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,False,False,True,True
9103,25 - 34,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,True,Prefer not to say,"White,Black or African American",Very important,Somewhat positive,Very frequently a problem,False,True,True,True
9104,35 - 44,Some college but no degree,Male,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Neutral â neither positive nor negative,Rarely a problem,False,True,False,True
9105,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Liberal,American Indian or Alaska Native,Very important,Somewhat positive,Occasionally a problem,False,False,False,True
9106,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Independent,White,Not too important,Somewhat positive,Occasionally a problem,False,True,True,True
9107,35 - 44,High school graduate (high school diploma or equivalent including GED),Male,,No,Yes,Heterosexual,True,True,Liberal,White,Somewhat important,Very positive,Rarely a problem,False,True,True,True
9108,45 - 54,Associate degree in college (2-year),Male,,No,No,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Occasionally a problem,True,True,True,True
9109,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,False,Liberal,White,Very important,Very positive,Rarely a problem,True,True,False,True
9110,35 - 44,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,True,True,Conservative,White,Very important,Somewhat positive,Frequently a problem,False,False,True,True
9111,35 - 44,Master's degree,Male,,No,Yes,Heterosexual,False,True,Liberal,Asian,Very important,Somewhat positive,Occasionally a problem,False,True,True,False
9112,25 - 34,Master's degree,Male,,No,Yes,Bisexual,True,True,Liberal,Black or African American,Somewhat important,Somewhat positive,Frequently a problem,False,False,False,True
9113,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Independent,White,Somewhat important,Very positive,Rarely a problem,True,True,True,True
9114,35 - 44,High school graduate (high school diploma or equivalent including GED),Female,,No,No,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Rarely a problem,True,True,True,True
9115,25 - 34,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Prefer not to say,White,Somewhat important,Neutral â neither positive nor negative,Frequently a problem,True,True,True,True
9116,25 - 34,Associate degree in college (2-year),Male,,No,No,Bisexual,True,True,Independent,American Indian or Alaska Native,Somewhat important,Somewhat positive,Occasionally a problem,False,False,False,False
9117,18 - 24,High school graduate (high school diploma or equivalent including GED),Male,,No,No,Bisexual,False,True,Conservative,Hispanic,Not important,Very positive,Occasionally a problem,True,False,True,True
9118,45 - 54,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Conservative,White,Very important,Somewhat positive,Rarely a problem,False,False,True,False
9119,18 - 24,Some college but no degree,Female,,No,No,Heterosexual,False,True,Independent,Asian,Not important,Somewhat positive,Frequently a problem,True,True,True,True
9120,18 - 24,High school graduate (high school diploma or equivalent including GED),Male,,No,No,Bisexual,True,True,Liberal,Hispanic,Not important,Very positive,Frequently a problem,True,False,True,True
9121,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,False,True,Independent,White,Not important,Very positive,Occasionally a problem,False,True,True,False
9122,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,False,Conservative,White,Somewhat important,Somewhat positive,Frequently a problem,True,True,True,True
9123,18 - 24,Some college but no degree,Male,,No,No,Heterosexual,False,True,Liberal,"American Indian or Alaska Native,Asian",Somewhat important,Somewhat positive,Occasionally a problem,False,False,True,True
9124,18 - 24,Some college but no degree,Female,,No,No,Homosexual,False,True,Liberal,Black or African American,Not too important,Somewhat positive,Occasionally a problem,True,False,True,True
9125,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,False,True,Conservative,Black or African American,Very important,Very positive,Frequently a problem,False,False,True,False
9126,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Liberal,White,Very important,Somewhat positive,Frequently a problem,False,True,True,True
9127,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Rarely a problem,True,True,True,True
9128,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,False,Conservative,White,Somewhat important,Very positive,Rarely a problem,False,False,True,False
9129,25 - 34,Master's degree,Female,,No,No,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat positive,Frequently a problem,False,True,True,True
9130,35 - 44,Master's degree,Male,,No,No,Heterosexual,False,True,Liberal,White,Not too important,Somewhat positive,Frequently a problem,False,False,False,True
9131,25 - 34,Master's degree,Male,,No,Yes,Bisexual,True,True,Liberal,Black or African American,Very important,Somewhat positive,Frequently a problem,False,True,True,False
9132,18 - 24,High school graduate (high school diploma or equivalent including GED),Male,,No,No,Heterosexual,False,True,Independent,Asian,Very important,Very positive,Frequently a problem,True,True,True,True
9133,65 or older,Master's degree,Male,,No,Yes,Heterosexual,False,False,Independent,White,Very important,Very positive,Rarely a problem,False,True,True,False
9134,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Prefer not to say,True,True,Independent,White,Very important,Very positive,Not a problem,False,False,True,False
9135,35 - 44,Associate degree in college (2-year),Male,,No,Yes,Heterosexual,False,True,Liberal,White,Very important,Somewhat positive,Frequently a problem,True,True,True,True
9136,45 - 54,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Very frequently a problem,False,True,False,True
9137,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Conservative,White,Very important,Very positive,Rarely a problem,False,True,True,True
9138,55 - 64,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Independent,Asian,Very important,Neutral â neither positive nor negative,Occasionally a problem,False,False,True,False
9139,65 or older,Some college but no degree,Male,,No,Yes,Heterosexual,False,False,Liberal,White,Not too important,Very positive,Occasionally a problem,False,True,False,True
9140,55 - 64,Bachelor's degree in college (4-year),Female,,No,Yes,Bisexual,True,True,Independent,White,Somewhat important,Neutral â neither positive nor negative,Rarely a problem,False,True,True,True
9141,25 - 34,Bachelor's degree in college (4-year),Male,,No,Prefer not to say,Heterosexual,False,False,Liberal,White,Somewhat important,Very positive,Occasionally a problem,False,False,True,False
9142,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Bisexual,True,True,Conservative,White,Not important,Somewhat positive,Very frequently a problem,False,False,True,True
9143,25 - 34,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Occasionally a problem,True,True,True,True
9144,25 - 34,Bachelor's degree in college (4-year),Male,,Prefer not to say,No,Heterosexual,False,False,Liberal,White,Somewhat important,Neutral â neither positive nor negative,Rarely a problem,False,False,True,False
9145,45 - 54,Bachelor's degree in college (4-year),Female,,Yes,Yes,Homosexual,False,False,Independent,White,Very important,Neutral â neither positive nor negative,Frequently a problem,False,False,True,False
9146,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Bisexual,True,True,Conservative,White,Somewhat important,Very positive,Rarely a problem,False,False,True,False
9147,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Conservative,Asian,Somewhat important,Neutral â neither positive nor negative,Very frequently a problem,False,True,True,True
9148,45 - 54,Master's degree,Male,,No,Yes,Prefer not to say,True,False,Liberal,"White,Other",Somewhat important,Very positive,Rarely a problem,False,False,True,False
9149,65 or older,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Conservative,Black or African American,Somewhat important,Very positive,Occasionally a problem,False,False,True,False
9150,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,False,True,True,False
9151,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Independent,White,Somewhat important,Very positive,Frequently a problem,True,False,True,True
9152,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,False,False,Conservative,Hispanic,Very important,Somewhat positive,Occasionally a problem,False,True,False,True
9153,25 - 34,Some college but no degree,Male,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Neutral â neither positive nor negative,Occasionally a problem,True,True,True,True
9154,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Liberal,Black or African American,Not too important,Somewhat positive,Occasionally a problem,True,True,True,True
9155,65 or older,Master's degree,Male,,No,Yes,Heterosexual,False,False,Conservative,Black or African American,Very important,Neutral â neither positive nor negative,Not a problem,False,True,False,True
9156,45 - 54,Some college but no degree,Male,,No,Yes,Homosexual,False,False,Independent,White,Not too important,Somewhat positive,Occasionally a problem,False,False,True,True
9157,45 - 54,Master's degree,Female,,Yes,Yes,Bisexual,True,True,Liberal,White,Not too important,Somewhat positive,Occasionally a problem,False,True,True,False
9158,18 - 24,Some college but no degree,Female,,No,No,Heterosexual,True,True,Conservative,White,Somewhat important,Somewhat negative,Very frequently a problem,False,True,True,True
9159,25 - 34,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Frequently a problem,True,True,True,True
9160,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,False,False,Liberal,White,Very important,Somewhat positive,Occasionally a problem,False,False,True,False
9161,35 - 44,Some college but no degree,Male,,No,No,Heterosexual,True,True,Independent,Hispanic,Not important,Somewhat positive,Very frequently a problem,True,True,True,True
9162,35 - 44,Associate degree in college (2-year),Female,,No,No,Bisexual,False,True,Independent,White,Prefer not to say,Somewhat positive,Occasionally a problem,False,False,True,True
9163,35 - 44,Some college but no degree,Male,,No,Yes,Heterosexual,False,True,Independent,White,Not too important,Somewhat positive,Very frequently a problem,True,False,True,True
9164,35 - 44,Associate degree in college (2-year),Female,,Prefer not to say,Yes,Bisexual,True,False,Liberal,White,Not too important,Very positive,Rarely a problem,False,True,True,True
9165,25 - 34,Master's degree,Male,,No,Yes,Heterosexual,True,True,Liberal,White,Very important,Somewhat positive,Occasionally a problem,True,True,True,True
9166,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Bisexual,True,False,Conservative,Black or African American,Somewhat important,Very positive,Frequently a problem,True,True,True,True
9167,18 - 24,Some college but no degree,Male,,No,No,Heterosexual,True,True,Liberal,Black or African American,Not too important,Very positive,Frequently a problem,True,True,True,True
9168,35 - 44,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,True,True,Conservative,"White,American Indian or Alaska Native",Very important,Very positive,Frequently a problem,True,False,True,True
9169,18 - 24,Some college but no degree,Male,,No,No,Heterosexual,False,False,Conservative,White,Very important,Somewhat positive,Occasionally a problem,False,True,True,True
9170,25 - 34,Master's degree,Male,,No,No,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Occasionally a problem,True,True,True,True
9171,25 - 34,Associate degree in college (2-year),Male,,No,No,Heterosexual,False,True,Liberal,White,Somewhat important,Neutral â neither positive nor negative,Frequently a problem,True,False,True,True
9172,25 - 34,Master's degree,Female,,No,Yes,Heterosexual,True,True,Conservative,Black or African American,Somewhat important,Very positive,Occasionally a problem,False,True,True,True
9173,25 - 34,Master's degree,Female,,Yes,Yes,Homosexual,True,True,Conservative,White,Somewhat important,Somewhat positive,Occasionally a problem,False,False,True,False
9174,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,False,False,Conservative,Black or African American,Not important,Somewhat positive,Rarely a problem,False,False,False,False
9175,25 - 34,Some college but no degree,Male,,No,Yes,Heterosexual,True,True,Conservative,Hispanic,Not important,Somewhat positive,Frequently a problem,True,True,True,True
9176,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,False,True,True,True
9177,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,False,Liberal,White,Somewhat important,Very positive,Rarely a problem,False,False,True,False
9178,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Liberal,White,Not important,Somewhat positive,Occasionally a problem,False,False,True,True
9179,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Conservative,White,Not too important,Somewhat positive,Frequently a problem,True,True,True,True
9180,35 - 44,Master's degree,Male,,No,No,Heterosexual,True,True,Liberal,White,Not important,Somewhat negative,Very frequently a problem,True,True,True,True
9181,45 - 54,Master's degree,Male,,Yes,Yes,Bisexual,True,True,Conservative,Black or African American,Not too important,Very positive,Occasionally a problem,False,False,True,False
9182,18 - 24,High school graduate (high school diploma or equivalent including GED),Female,,No,No,Heterosexual,False,True,Prefer not to say,Asian,Not important,Very positive,Very frequently a problem,False,True,True,False
9183,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Independent,Asian,Somewhat important,Somewhat positive,Frequently a problem,True,False,True,True
9184,35 - 44,Some college but no degree,Male,,No,Yes,Heterosexual,False,False,Independent,White,Very important,Somewhat positive,Frequently a problem,False,False,True,True
9185,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Bisexual,True,True,Conservative,Hispanic,Somewhat important,Somewhat positive,Occasionally a problem,False,False,True,True
9186,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,White,Very important,Somewhat positive,Occasionally a problem,False,False,True,False
9187,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,False,False,Conservative,White,Very important,Very positive,Very frequently a problem,False,True,True,False
9188,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,True,True,Conservative,Black or African American,Very important,Very positive,Very frequently a problem,False,False,True,False
9189,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Conservative,White,Very important,Very positive,Rarely a problem,False,False,True,True
9190,55 - 64,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,True,Other,White,Very important,Somewhat positive,Rarely a problem,True,True,True,True
9191,25 - 34,Master's degree,Male,,No,No,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Very frequently a problem,False,True,True,True
9192,25 - 34,Master's degree,Male,,No,No,Heterosexual,False,False,Liberal,White,Very important,Very positive,Not a problem,False,False,True,True
9193,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,False,Liberal,White,Not important,Very positive,Occasionally a problem,False,True,True,True
9194,25 - 34,Master's degree,Male,,No,Yes,Bisexual,False,False,Conservative,Black or African American,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
9195,45 - 54,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,True,False,Independent,White,Not important,Somewhat negative,Very frequently a problem,True,False,True,True
9196,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Conservative,,Very important,Very positive,Not a problem,False,False,True,False
9197,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Conservative,Asian,Very important,Very positive,Occasionally a problem,False,False,True,True
