respondent_id,Please indicate your age,Please indicate your race - Selected Choice,Please indicate your race - Other - Text,Are you Hispanic or Latino?,How would you describe the area where you grew up?,How would you describe the area in which you currently live?,In which region of the United States do you currently live?,Please indicate your annual household income,Education,Which employment status best describes you?,How would you describe your current living situation (check all that apply) - Selected Choice,How would you describe your current living situation (check all that apply) - Other - Text,Please indicate your political identification,Please indicate your gender
R_3HnaX9fiH0kR9sV,50-59,White,,No,Urban,Rural,South,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_bCbeKzyQsdbzR2F,60-69,White,,No,Suburban,Rural,Midwest,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_3freJeicsQGWNpG,50-59,White,,No,Rural,Rural,South,"Less than $10,000","High school graduate, GED, or equivalent",Retired,I live alone,,Very conservative,Female
R_cusjbM7MK9nNVOF,60-69,White,,No,Suburban,Suburban,Northeast,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Very liberal,Male
R_1gLNJgBJQ43m3rc,50-59,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working part-time,I live with family members,,Very conservative,Female
R_10u8eHsVJIqaaJx,60-69,White,,No,Rural,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_bDebaxTDLqoj4yZ,60-69,White,,No,Rural,Rural,Northeast,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Somewhat conservative,Female
R_9SSXrcdlGd1WpCV,60-69,White,,No,Urban,Urban,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",On disability,I live with family members,,Moderate,Female
R_3dOZlSVbZvXOUPT,60-69,White,,No,Urban,Rural,Midwest,"Less than $10,000","High school graduate, GED, or equivalent",On disability,I live alone,,Somewhat liberal,Female
R_9M0TLkPnmHoV8VH,70-79,White,,No,Suburban,Rural,West,"$100,000 - $149,999",Graduate or professional degree,Working part-time,I live with family members,,Somewhat liberal,Female
R_3HIapLftZBPYnAy,80-89,White,,No,Urban,Urban,Midwest,"$100,000 - $149,999",Bachelor's degree,Working part-time,I live alone,,Somewhat liberal,Female
R_3ksQt5miPNZItRn,50-59,White,,No,Suburban,Suburban,Midwest,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Somewhat liberal,Female
R_3L4P59QWi4Lta2Z,60-69,White,,No,Urban,Urban,Midwest,"$100,000 - $149,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_1oaHxX0UgalEuxT,70-79,White,,No,Suburban,Rural,Midwest,"$100,000 - $149,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_cC20hRue5Oy1EYN,50-59,White,,No,Suburban,Suburban,South,"$150,000 - $199,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_3oTnUEAzj5nrjg9,70-79,White,,No,Urban,Urban,Midwest,"$15,000 - $24,999",Less than high school,Retired,I live alone,,Moderate,Female
R_2qdFc27PDqiP2NE,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_1NqtSyq3t6Ny5Kk,60-69,White,,No,Suburban,Suburban,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live alone,,Somewhat liberal,Female
R_1hX8X1U2mgkXkWV,50-59,White,,No,Rural,Rural,West,"$100,000 - $149,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_2ASE80Ogw5BkDeP,60-69,White,,No,Rural,Rural,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_1IGZVZRmpg4HPZL,50-59,White,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working full-time,I live with family members,,Somewhat conservative,Female
R_1gRqIxYPQ4kJAdg,50-59,White,,No,Rural,Suburban,South,"$25,000 - $34,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
R_2cCNt7Ep8p2GkNM,50-59,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Very conservative,Female
R_UN5DWMIfMG50LcZ,50-59,White,,No,Rural,Rural,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",On disability,I live alone,,Very liberal,Female
R_20YSpEujr4C8i6I,60-69,White,,No,Suburban,Suburban,Midwest,"$15,000 - $24,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_3LefVPsILBOVi9Q,60-69,White,,No,Urban,Urban,South,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_1OSIjZASflMEDF3,50-59,White,,No,Rural,Rural,Midwest,"$10,000 - $14,999","High school graduate, GED, or equivalent",Working part-time,I live with family members,,Moderate,Female
R_WjkSfPFIlIqxmEh,60-69,White,,No,Urban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
R_3kazvt5lavD3IVR,60-69,White,,Yes,Urban,Urban,South,"$25,000 - $34,999",Some college or associate's degree,Working part-time,I live alone,,Moderate,Female
R_6YfnHmm4kJ4ipgt,60-69,White,,No,Rural,Suburban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_2wphb4G5yoyvHwi,70-79,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_ZkLF08GuOWb6wlr,60-69,White,,No,Rural,Rural,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with family members,,Very conservative,Female
R_AzIEQdCfgPCXGFP,60-69,White,,No,Suburban,Suburban,Northeast,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with family members,,Somewhat liberal,Female
R_2trpFzndsfKnQ7z,50-59,White,,No,Suburban,Suburban,Northeast,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Moderate,Female
R_tPtq07gf7qHX0n7,50-59,White,,No,Suburban,Rural,West,"$100,000 - $149,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_ym6wKv6olwdIRgd,50-59,White,,No,Rural,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_2WZGXdVNmH1FQdD,50-59,White,,No,Urban,Urban,West,"$15,000 - $24,999",Bachelor's degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Female
R_BVY7yPti01Hzrr3,60-69,White,,No,Rural,Rural,West,"$75,000 - $99,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_2q9JNU9bl0z6qaY,50-59,White,,No,Suburban,Suburban,Northeast,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_123TfmxJ21dOVzE,50-59,White,,No,Rural,Urban,South,"$25,000 - $34,999",Graduate or professional degree,Working part-time,I live alone,,Moderate,Female
R_71AiXwNbN6rYGch,70-79,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Moderate,Male
R_1rHOa3UG1jf3rGR,60-69,Asian,,Yes,Suburban,Suburban,West,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Female
R_ezc20fHioUBM6Hv,60-69,White,,No,Urban,Urban,Midwest,"$100,000 - $149,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_3PcMi4Z7EwTko3j,70-79,White,,No,Suburban,Suburban,Midwest,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with family members,,Somewhat conservative,Female
R_2uKCItQYjkS62Lf,60-69,White,,No,Urban,Urban,Midwest,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_12yfrKcM2nKq4Qt,60-69,White,,No,Suburban,Suburban,Midwest,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
R_3lxHk3pVvThxJfP,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_3CneVj2VLtDPQ8V,70-79,White,,No,Rural,Rural,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_2cCKt8wuD7cb0s2,60-69,White,,No,Rural,Suburban,Midwest,"$150,000 - $199,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_3JnkpxERMQ8qNJj,70-79,White,,No,Suburban,Suburban,Northeast,"$150,000 - $199,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_A0t8E567giuU0p3,60-69,White,,No,Rural,Rural,Midwest,"$100,000 - $149,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_w1ycD7NB1Eqwfsd,70-79,White,,No,Suburban,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Retired,I live alone,,Moderate,Male
R_3fDZpG1l1x60cez,60-69,White,,No,Urban,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_2AFqOYq7BriHOxj,70-79,White,,No,Suburban,Rural,South,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_1GTTynTKLq4ZvgV,60-69,White,,No,Urban,Suburban,West,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_3m9Jp7m3gJAYkhy,80-89,Other,,No,Suburban,Suburban,South,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_1hNnikMASP6Sgzc,60-69,White,,No,Rural,Rural,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_u3ViacnKHECvJzr,50-59,White,,No,Urban,Urban,West,"$75,000 - $99,999",Some college or associate's degree,On disability,I live with family members,,Somewhat conservative,Male
R_1pEBTfqm44Sqqtw,50-59,White,,No,Urban,Urban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_20qoaxxCKfKKxMZ,70-79,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_8waVLA66bwuBIWZ,60-69,White,,No,Suburban,Rural,Northeast,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_xxSXFjbRFERh7UZ,70-79,White,,No,Rural,Rural,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_eVi5eqKCsvsq2T7,60-69,White,,No,Suburban,Suburban,South,"More than $200,000",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_3smKsoacxwydEFo,80-89,White,,No,Rural,Rural,Northeast,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Moderate,Male
R_3lJIRrCvJhqToAv,50-59,White,,No,Suburban,Suburban,Midwest,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working part-time,I live with family members,,Moderate,Male
R_3hbtVowoIVoUgRP,60-69,White,,No,Rural,Rural,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Moderate,Male
R_3PcvhL4yAe6A6ER,70-79,White,,No,Urban,Suburban,South,"More than $200,000",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_1r3cArA6n0ECKtz,70-79,White,,No,Suburban,Suburban,Midwest,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_1IYOkWFpGyQnsa7,70-79,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_6S74xnaTiUEi4H7,70-79,White,,No,Urban,Suburban,Northeast,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_PY5z1wgICWptHIR,60-69,White,,No,Rural,Suburban,South,"$150,000 - $199,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
R_1lgxnxirsq3ZV1l,70-79,White,,No,Urban,Rural,Northeast,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_9vpUD5kY83R7n5D,60-69,Other,Mexican,Yes,Suburban,Suburban,West,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_b30tBZvrx34nDJ7,60-69,White,,No,Urban,Urban,West,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very liberal,Male
R_2cqR1Znnv45FzDH,60-69,White,,No,Rural,Rural,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_tEhFFVsUeQtxIB3,50-59,White,,No,Urban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,On disability,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_1OHWFrsCj3prRTm,70-79,White,,No,Urban,Rural,West,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_2rql4Xmz56iTXtH,80-89,White,,No,Urban,Suburban,West,"$100,000 - $149,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_bCyEbKDcCnAWHzX,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Somewhat liberal,Male
R_2EF3vKUtta1FtIp,50-59,Asian,,No,Suburban,Suburban,West,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live alone,,Somewhat conservative,Male
R_30v3MUFNicNhmO1,70-79,White,,No,Suburban,Suburban,Midwest,"$75,000 - $99,999",Bachelor's degree,Retired,I live alone,,Very liberal,Male
R_2eVXbf8y0crxGH9,50-59,White,,No,Urban,Urban,Midwest,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Moderate,Male
R_2R9zT2ymMmeHtAT,80-89,White,,No,Suburban,Rural,West,"$50,000 - $74,999",Bachelor's degree,Retired,I live with family members,,Very conservative,Male
R_3kufZ8db49kuIec,60-69,White,,No,Rural,Rural,South,"$35,000 - $49,999",Bachelor's degree,Working part-time,I live alone,,Very conservative,Male
R_3qQzmWsCSq4FPj0,70-79,Black or African American,,No,Urban,Suburban,West,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_O23zOheOKtaTSbD,50-59,White,,No,Urban,Urban,South,"$150,000 - $199,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Male
R_2PmT05R99yUK8s5,60-69,White,,No,Rural,Suburban,Midwest,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_SOFQGnRKl5vtXEJ,60-69,White,,No,Rural,Rural,Midwest,"$25,000 - $34,999","High school graduate, GED, or equivalent",On disability,I live with a spouse or romantic partner,,Moderate,Male
R_3P7yIFvAhHMyMZn,50-59,White,,No,Rural,Rural,South,"$10,000 - $14,999","High school graduate, GED, or equivalent",On disability,I live with family members,,Moderate,Male
R_1obhRNo9o9eaMVw,50-59,White,,No,Suburban,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Retired,I live with family members,,Moderate,Male
R_yQpubOmQQF96FY5,70-79,White,,No,Rural,Suburban,South,"$10,000 - $14,999",Bachelor's degree,Retired,I live alone,,Somewhat conservative,Male
R_24kpW928qVLOCKG,50-59,White,,No,Rural,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Male
R_21gHrMaGSxvPj71,60-69,White,,No,Rural,Rural,Midwest,"$25,000 - $34,999",Less than high school,Retired,I live with a spouse or romantic partner,,Very liberal,Male
R_1gOzPEVw8L2rKF4,60-69,White,,No,Urban,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_1JE2IMv2KDCMBzx,60-69,White,,No,Rural,Suburban,Midwest,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
R_22Q7TTMyjdPsu4h,50-59,White,,No,Suburban,Suburban,West,"More than $200,000",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_W6cIcalT4jUbML7,60-69,White,,No,Urban,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_28AFvTe0P90mFmG,60-69,White,,No,Suburban,Suburban,West,"More than $200,000",Graduate or professional degree,Retired,I live alone,,Moderate,Male
R_2tEazbCbPwn2j6d,70-79,White,,No,Urban,Suburban,West,"$150,000 - $199,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_rflNXcg0hkSLFO9,50-59,White,,No,Suburban,Suburban,West,"$15,000 - $24,999",Bachelor's degree,Retired,I live alone,,Somewhat conservative,Male
R_3psQT5FTQpQoh8U,70-79,White,,No,Urban,Suburban,West,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_2RaFUfoertrN04R,50-59,Other,Spanish ,Yes,Urban,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live alone,,Somewhat conservative,Male
R_UoHRdb6K7s4foxb,60-69,White,,No,Urban,Urban,West,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Male
R_We7klFD4NYEooaB,60-69,White,,No,Suburban,Urban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Male
R_8pqbVZx3S9fg9ZT,50-59,White,,No,Urban,Suburban,West,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Very conservative,Male
R_1oA5XiYKWcuKTD1,70-79,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Somewhat conservative,Male
R_32P9L12JNcVS1YA,60-69,White,,No,Suburban,Suburban,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",On disability,I live with family members,,Somewhat liberal,Male
R_1fmheOVneaDaf2n,50-59,White,,Yes,Suburban,Suburban,South,"$35,000 - $49,999",Bachelor's degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Female
R_z9kJix2DRtaoEo1,60-69,American Indian or Alaska Native,,Yes,Rural,Suburban,West,"$15,000 - $24,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Very liberal,Male
R_3PujAOwoE0IWSvi,50-59,White,,Yes,Suburban,Suburban,South,"More than $200,000",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
R_1FCzqe7BOF54jpQ,70-79,White,,No,Urban,Rural,Northeast,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_xmynOLiwuftXISl,50-59,White,,Yes,Suburban,Suburban,Northeast,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
R_3JLwTUdtcLrr4nx,70-79,White,,No,Suburban,Suburban,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,Other,Roomate 9,Very conservative,Female
R_Drh4IbY5y4dD80V,50-59,White,,Yes,Rural,Rural,Midwest,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with family members,,Very liberal,Male
R_30clJeA6EOjRyXF,60-69,White,,Yes,Urban,Urban,South,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_BMu1uXYKi7FHH7X,50-59,White,,Yes,Urban,Urban,South,"$25,000 - $34,999",Bachelor's degree,Unemployed,I live with family members,,Very conservative,Female
R_1jVyhfvWjyVuL6R,60-69,White,,No,Rural,Rural,Northeast,"$15,000 - $24,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_1IZrhFdnYFv76q9,50-59,White,,Yes,Urban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Working part-time,I live with family members,,Somewhat liberal,Female
R_2OYFiKMWinUAaci,50-59,American Indian or Alaska Native,,Yes,Rural,Rural,Northeast,"Less than $10,000",Less than high school,On disability,Other,I live with my son,Moderate,Female
R_1r6swVVguXANY6N,70-79,Black or African American,,No,Urban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Female
R_elgattpvxJl57kR,50-59,White,,Yes,Urban,Urban,Northeast,"$15,000 - $24,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
R_3IXNeB3B09tCJkq,50-59,White,,Yes,Rural,Rural,Northeast,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_cNKaiS8pmarozWF,50-59,White,,Yes,Suburban,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Unemployed,I live with family members,,Somewhat liberal,Female
R_Od032ZayhujkSDn,50-59,White,,Yes,Urban,Urban,South,"$10,000 - $14,999",Graduate or professional degree,Working part-time,Other,,Very liberal,Male
R_2YycfNwjQ1VQaB7,50-59,White,,Yes,Rural,Suburban,Northeast,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with family members,,Moderate,Female
R_2y44FVWF1mg4lIB,60-69,Black or African American,,Yes,Urban,Suburban,Northeast,"$15,000 - $24,999",Bachelor's degree,Unemployed,I live with family members,,Very liberal,Female
R_2VKMp7wSvOlk9LG,50-59,White,,Yes,Urban,Urban,South,"$75,000 - $99,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Female
R_25uqjSeR0q8dBQX,70-79,White,,No,Rural,Suburban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_W821zAouaTFiVNf,50-59,Black or African American,,No,Suburban,Suburban,South,"More than $200,000",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_1HjJqdrpeL3LW4o,60-69,American Indian or Alaska Native,,No,Urban,Suburban,Midwest,"Less than $10,000",Less than high school,Retired,I live alone,,Somewhat liberal,Female
R_2c0jlTMhBAJXO0q,60-69,White,,No,Urban,Rural,Midwest,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_2pSnVN0afd7ZR9d,50-59,White,,Yes,Urban,Urban,West,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_Re4BkxCdYwsGrNT,50-59,White,,Yes,Rural,Rural,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live in a nursing home,,Moderate,Female
R_2wmd3WZguo0Z4yS,60-69,White,,No,Urban,Rural,Northeast,"$35,000 - $49,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_2bWcyUVCqF3jCXf,50-59,Black or African American,,Yes,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_1K7ohdK5Q59CJjN,70-79,White,,Yes,Rural,Rural,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
R_3EMv1gfBOpWWGXS,50-59,White,,Yes,Suburban,Urban,Northeast,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_a2BO3N9sJSrZQdP,70-79,White,,Yes,Urban,Urban,West,"$25,000 - $34,999",Less than high school,Retired,I live with family members,,Moderate,Female
R_e4jspuajaYG7CJb,50-59,Black or African American,,No,Rural,Suburban,South,"$10,000 - $14,999",Less than high school,On disability,I live with a spouse or romantic partner,,Moderate,Female
R_1Fyq1LNuefuKw1Y,60-69,White,,No,Rural,Rural,Midwest,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_PIr5uOjUNXZFH5D,50-59,White,,Yes,Urban,Urban,Midwest,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Female
R_Zq3AdwcLMTljc3L,60-69,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Female
R_bl9NEk48IJNc813,60-69,White,,No,Rural,Rural,South,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_3qmTjmbpkxXtAb2,60-69,White,,No,Suburban,Rural,Midwest,"$35,000 - $49,999","High school graduate, GED, or equivalent",On disability,I live with a spouse or romantic partner,,Moderate,Female
R_1P0oXshBxdWHCzA,60-69,White,,No,Urban,Suburban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with family members,,Somewhat liberal,Female
R_1Fx0CyjEtkJp8HH,70-79,White,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_1jZbNytL8INm0Z5,70-79,Black or African American,,No,Rural,Rural,West,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_1gcETcTKsKqCOcK,50-59,Black or African American,,No,Urban,Urban,Northeast,"$25,000 - $34,999",Some college or associate's degree,On disability,I live with family members,,Very liberal,Female
R_xbb2BQ3BtU8Zk7n,60-69,Black or African American,,No,Suburban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_SQ0hnfqIVEUdL5D,70-79,Asian,,No,Suburban,Suburban,Midwest,"More than $200,000",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_1Qfljzo2Zwn6lBT,60-69,Black or African American,,No,Suburban,Suburban,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with family members,,Very conservative,Female
R_1giJkRzdgr1vWTb,60-69,Black or African American,,No,Suburban,Suburban,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_3JyZS5Y2JqsgQ5H,60-69,Asian,,No,Suburban,Suburban,Midwest,"More than $200,000",Bachelor's degree,Retired,I live with family members,,Moderate,Male
R_1BYmKEN7JSnlrFG,50-59,American Indian or Alaska Native,,No,Suburban,Rural,West,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_b9oGSnmT6qsAU0N,60-69,Asian,,No,Suburban,Suburban,West,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_1GCy6rr9BbGNnEq,60-69,Black or African American,,No,Urban,Urban,Northeast,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live alone,,Somewhat liberal,Female
R_31cSbDhd72iCnfs,60-69,Black or African American,,No,Urban,Urban,Northeast,"$10,000 - $14,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Male
